ITEM_CATEGORY_NAME,ITEM_SUBCATEGORY_NAME,ITEM_CLASS_NAME,PRODUCT_COUNTRY_ORIGIN_NAME,PRODUCT_SKU_NO,PRODUCT_LONG_NAME,PRODUCT_BASE_UPC_NO,PRODUCT_LITRES_PER_CONTAINER,PRD_CONTAINER_PER_SELL_UNIT,PRODUCT_ALCOHOL_PERCENT,PRODUCT_PRICE,SWEETNESS_CODE
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,922633,PACIFIC WESTERN - IRONHORSE ORIGINAL CAN,774558002006,0.355,6,6.4,7.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,9330,BASK - PINOT NOIR,63657042045,0.75,1,13,12.99,0
Wine,France Wine,France Champagne Wine,FRANCE,15733,CHAMPAGNE BRUNO PAILLARD - ASSEMBLAGE 1989,,3,1,12,2500,1
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,25145,CABERNET SAUVIGNON - DOUBLE DIAMOND BY SCHRADER,86003282551,0.75,1,15.5,119.99,0
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,66759,SAUVIGNON BLANC - MARISCO THE NED WHITE LABEL WAIHOPAI VLY,853076999996,0.75,1,13,18.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,68219,BAROLO - AZELIA BRICCO FIASCO 2015,8032804341906,0.75,1,13.5,145.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,86791,CHIANTI CLASSICO - CAROBBIO 2015,8051490710001,0.75,1,14,33.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,162057,BIG ROCK - TRADITIONAL ALE CAN 15 PACK,64294000788,0.355,15,5,23.99,NA
Wine,France Wine,France White Wine,FRANCE,181701,CHABLIS GRAND CRU BOUGROS - DOMAINE WILLIAM FEVRE 2018,3443620120005,0.75,1,13,119.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,260869,COLUMBIA VALLEY RED - CHATEAU STE MICHELLE INDIAN WELLS 2016,88586004971,0.75,1,14.5,31.99,0
Spirits,Rum,Flavoured Rum,CANADA,448041,CAPTAIN MORGAN - CHERRY VANILLA,82000798255,0.75,1,30,26.97,NA
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,534230,CHARDONNAY - BERINGER FOUNDERS ESTATE,89819028504,0.75,1,13.5,17.49,0
Spirits,Liqueurs,Fruit Liqueurs,CANADA,854455,BLUE CURACAO - ABSTRACT,776555000047,0.75,1,16,19.49,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,861245,LABATT - WILDCAT LAGER CAN,,0.355,6,6.1,8.79,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,903393,CARLING - EXTRA OLD STOCK CAN,56327273238,0.355,6,5.65,9.29,NA
Wine,France Wine,France Red Wine,FRANCE,50099,MARGAUX - CHATEAU BOYD CANTENAC 2018,,0.75,1,13,110,NA
Wine,France Wine,France White Wine,FRANCE,54893,CHABLIS - BEAUFUME 2022,3760163356846,0.75,1,12.5,42.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,71142,DIABOLICA - RED,776545500410,0.75,1,14,16.99,2
Spirits,Whisky,Irish Whiskey,IRELAND,86374,CLONAKILTY - SINGLE BATCH DOUBLE OAK IRISH WHISKEY,816136022157,0.75,1,43.6,79.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,88013,CHECKMATE - BLACK ROOK MERLOT 2013,776545800312,1.5,1,14.4,274.99,0
Wine,France Wine,France Red Wine,FRANCE,95224,CHATEAU CLERC MILON 2013,,0.75,1,13,81.99,0
Wine,Chile Wine,Chile Red Wine,CHILE,269753,CHILEAN RED - LOS VASCOS LE DIX COLCHAGUA 2018,7804360101000,0.75,1,14,79.99,0
Wine,Spain Wine,Spain Red Wine,SPAIN,296426,CAMPO DE BORJA GARNACHA - BORSAO,8412423120036,0.75,1,14.5,15.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,300301,FIVE VINEYARDS - PINOT BLANC,776545995889,0.75,1,12.5,16.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,343111,GRAY MONK - MERLOT 2020,778829115174,0.75,1,13.6,20.99,0
Wine,France Wine,France Red Wine,FRANCE,360669,CHATEAU CARIGNAN 2014,3419466213249,0.75,1,13,30,NA
Wine,Portugal Wine,Portugal Red Wine,PORTUGAL,397409,DOURO - CASA FERREIRINHA BARCA VELHA,5601007002131,0.75,1,14.5,520,0
Wine,France Wine,France White Wine,FRANCE,487053,CRU CORTON CHARLEMAGNE GRAND CRU - LOUIS LATOUR,3566923181549,1.5,1,14,690,0
Wine,Italy Wine,Italy Sparkling Wine,ITALY,580993,BOTTEGA - MOSCATO PETALO IL VINO DELL'AMORE,8005829220648,0.75,1,6.5,19.49,5
Wine,Italy Wine,Italy Red Wine,ITALY,581553,BRUNELLO DI MONTALCINO - ARGIANO 2017,8022931502189,0.75,1,14,79.99,0
Wine,Sake,Japan Sake,JAPAN,856039,KUBOTA JUNMAI DAIGINJO MANJYU,4984283002028,0.72,1,15,81.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,885418,MALBEC - MICHEL TORINO CUMA ORGANIC,7790189040142,0.75,1,13.5,12.99,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,13774,G AND W - NUTRL7 VODKA SODA BLACKBERRY CAN,628055589686,0.355,6,7,14.99,NA
Wine,Chile Wine,Chile Red Wine,CHILE,39407,CHILEAN RED - PUMA,7804350006681,1.5,1,12.5,17.99,1
Wine,Spain Wine,Spain White Wine,SPAIN,79046,RUEDA VERDEJO - EL PETIT BONHOMME BLANCO,8437012278264,0.75,1,13.5,17.99,0
Wine,France Wine,France Red Wine,FRANCE,133351,ST ESTEPHE - PAGODES DE COS 2018,3609050953754,0.75,1,13,120,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,190116,THE ARRAN - ROBERT BURNS,5060044482397,0.7,1,43,75.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,217698,SPEYBURN - 15 YEAR OLD,632070101181,0.75,1,46,144.99,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,361332,GLENDRONACH - 1992 BATCH 18 CASK 6049,5060716141829,0.7,1,49.2,1800,NA
Wine,France Wine,France White Wine,FRANCE,416423,CHABLIS GRAND CRU - DOMAINE GAUTHERON BOUGROS,3760257071068,0.75,1,13,119.99,0
Wine,France Wine,France Red Wine,FRANCE,426927,VOLNAY - PIERRICK BOULEY LES PLUCHOTS,847060014277,0.75,1,13.5,125.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,799585,BAROLO RISERVA - PRUNOTTO BUSSIA VIGNA COLONNELLO 12,8016001001467,0.75,1,14,249.99,0
Wine,France Wine,France Red Wine,FRANCE,39848,ST EMILION - CHATEAU TROPLONG MONDOT 2019,3760302170241,0.75,1,13,250,NA
Wine,Italy Wine,Italy Red Wine,ITALY,47809,LANGHE NEBBIOLO - SOTTIMANO,8032771622381,0.75,1,14,44.99,0
Wine,France Wine,France Red Wine,FRANCE,53457,PAUILLAC - CHATEAU MOUTON ROTHSCHILD 2018,,0.75,1,13,1500,NA
Wine,Spain Wine,Spain Red Wine,SPAIN,87732,CASTILLA CABERNET MERLOT - SOLARENA VIVANCO,8421735002176,3,1,14,27.97,0
Wine,USA Wine,USA Rose Wine,UNITED STATES OF AMERICA,96134,ROSE - SPADE & SPARROWS CALIFORNIA 2019,860001678871,0.75,1,12,23.99,0
Wine,France Wine,France Red Wine,FRANCE,97157,POMEROL - CHATEAU LA CROIX DE GAY 2018,3609051021568,0.75,1,13,100,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,108688,DOMAINE D'OR - RED,48162000421,4,1,11.5,33.99,0
Wine,Fortified Wine,Other Fortified Import Wine,PORTUGAL,174761,BLANDY'S - 10 YEAR OLD SERCIAL MADEIRA,5010867600843,0.5,1,19,41.99,5
Wine,France Wine,France Red Wine,FRANCE,390793,MOULIS - CHATEAU CHASSE SPLEEN 2019,3609051033905,0.75,1,13.5,85,NA
Spirits,Rum,Amber Rum,FIJI,443344,PLANTATION - FIJI 2009 RUM,695521153498,0.75,1,49.5,125.99,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,491175,SHIRAZ - ST HALLETT FAITH BAROSSA,9316920000084,0.75,1,14.5,23.99,0
Wine,France Wine,France Rose Wine,FRANCE,865469,TAVEL - BROTTE LES EGLANTIERS 2021,3217661029906,0.75,1,13.5,27.99,0
Spirits,Whisky,Canadian Whisky,CANADA,3822,LOT NO. 40 - RYE WHISKY,48415520041,0.75,1,43,40.99,NA
Wine,France Wine,France Red Wine,FRANCE,39575,PAUILLAC - CHATEAU LAFITE ROTHSCHILD 2019,,0.75,1,13,1600,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,90203,PHANTOM CREEK ESTATES - ESTATE CABERNET FRANC,696852041775,0.75,1,13.8,37.99,0
Wine,USA Wine,USA Sparkling Wine,UNITED STATES OF AMERICA,94946,CHANDON - CALIFORNIA BRUT,626990034278,0.75,1,12,31.99,0
Wine,France Wine,France Red Wine,FRANCE,143402,MARGAUX - CHATEAU LASCOMBES 2018,,0.75,1,13,190,NA
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,234334,CATEGORY 12 BREWING - JUICY DATA HAZY IPA TALL CAN,750958117656,0.473,4,6,14.99,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,251835,GRAY MONK - PINOT NOIR 2021,778829111213,0.75,1,12.4,23.99,1
Wine,Fortified Wine,Port Wine,PORTUGAL,271585,FONSECA - BIN 27 RESERVE,5013521100451,0.75,1,20,22.99,10
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,416642,DALMORE - 100 YEARS OF DALMORE,87647114192,0.75,3,40,35000,NA
Wine,New Zealand Wine,New Zealand Rose Wine,NEW ZEALAND,474180,ROSE SAUVIGNON BLANC - MUD HOUSE,9421018071515,0.75,1,12.5,23.99,1
Spirits,Tequila,Gold Tequila,MEXICO,501754,STORYWOOD - SPEYSIDE 14 ANEJO,818910020069,0.75,1,40,87.97,NA
Wine,France Wine,France Red Wine,FRANCE,619197,CHATEAUNEUF DU PAPE - CLOS DE L'ORATOIRE,3142806834780,0.75,1,14.5,53.99,0
Wine,France Wine,France Red Wine,FRANCE,32926,CLOS SAINT DENIS GRAND CRU - LOUIS JADOT DOMAINE GAGEY 2017,3535928042025,0.75,1,13.5,520,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,76359,GLENLIVET PRIVATE COLLECTION 1974 - GORDON AND MACPHAIL,5020613076006,0.7,1,41.6,3300,NA
Wine,France Wine,France White Wine,FRANCE,132056,BOURGOGNE - LUCIEN LE MOINE BLANC 2017,7035991556734,0.75,1,13,70.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,186588,MALBEC - FINCA SOPHENIA ALTOSUR UCO VALLEY 2021,871738002235,0.75,1,14,21.99,0
Wine,Fortified Wine,Port Wine,PORTUGAL,206508,GRAHAM - 10 YEAR OLD TAWNY,5010867410220,0.75,1,20,40.49,7
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,243799,DALMORE PORT WOOD,87647113409,0.75,1,46.5,134.99,NA
Wine,France Wine,France Red Wine,FRANCE,374033,CHATEAU TROPLONG MONDOT 2014,,0.75,1,13,175,NA
Wine,France Wine,France Red Wine,FRANCE,467379,LISTRAC - CHATEAU CAP LEON VEYRIN 2019,3474471011198,1.5,1,14,90,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,603050,GLENLIVET - 15 YEAR OLD FRENCH OAK RESERVE,80432100783,0.75,1,40,103.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,752063,MERLOT - COLUMBIA CREST H3 HORSE HEAVEN VINEYARD 2018,88586003431,0.75,1,14.5,22.99,0
Wine,France Wine,France Red Wine,FRANCE,943928,CHATEAU MONTROSE 2013,,0.75,1,13,165,0
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,12656,BLACK FLY - VODKA SOUR RASPBERRY TALL CAN,883043000844,0.473,1,7,3.19,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,208796,GEORGIAN BAY SPIRIT CO. - CRANBERRY SMASH TALL CAN,805763000010,0.473,1,5,3.49,NA
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,233610,VANCOUVER ISLAND - BROKEN ISLANDS HAZY IPA CAN,620097002680,0.355,6,6,12.49,NA
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,236585,MICHELOB - ULTRA SLEEK 24 CAN,,0.355,24,4,45.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,287243,CHIANTI CLASSICO GRAN SELEZIONE - FELSINA COLONIA,726452013497,0.75,1,13.5,235.99,0
Wine,France Wine,France Red Wine,FRANCE,390834,ST EMILION - CLOS LA GAFFELIERE 2019,3609051045601,0.75,1,14,60,NA
Wine,Canada - BC,Canada - BC Red Wine,CANADA,468900,PAINTED ROCK - RED ICON 2018,626990105824,0.75,1,14.3,85.99,0
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,486258,SHIRAZ GRENACHE - GLAETZER WALLACE BAROSSA 2017,9322246002008,0.75,1,14.5,29.97,0
Spirits,Whisky,Canadian Whisky,CANADA,1412,WISER'S - SPECIAL BLEND,48415345293,1.14,1,40,34.49,NA
Spirits,Whisky,Canadian Whisky,CANADA,124134,FORTY CREEK - DOUBLE BARREL,69321004517,0.75,1,40,36.99,NA
Wine,France Wine,France Red Wine,FRANCE,133403,PAUILLAC - ECHO DE LYNCH BAGES 2018,,0.75,1,13,100,NA
Wine,France Wine,France Red Wine,FRANCE,152264,CHATEAU RAUZAN SEGLA 2014,,0.75,1,13,120,0
Wine,USA Wine,USA White Wine,UNITED STATES OF AMERICA,183982,CHARDONNAY - CHATEAU ST JEAN CALIFORNIA 2017,779720303363,0.75,1,13.4,17.49,0
Spirits,Liqueurs,Cream/Dairy Liqueurs,SOUTH AFRICA,342246,AMARULA CREAM LIQUEUR,6001495062508,0.75,1,17,28.99,NA
Wine,France Wine,France White Wine,FRANCE,388606,CHASSAGNE MONTRACHET - BACHELET RAMONET 2020,3760163359748,0.75,1,13,88.99,NA
Wine,France Wine,France Red Wine,FRANCE,389414,PAUILLAC - CHATEAU HAUT BATAILLEY 2019,,0.75,1,13,150,NA
Wine,Canada - BC,Canada - BC White Wine,CANADA,390328,QUAILS GATE - OPTIMA BOTRYTIS AFFECTED 2021,778856321098,0.375,1,11,39.99,10
Spirits,Vodka,Flavoured Vodka,UNITED STATES OF AMERICA,446487,NEW AMSTERDAM - PINK WHITNEY VODKA,85000032541,0.375,1,30,15.99,NA
Wine,Italy Wine,Italy Red Wine,ITALY,520585,ETNA ROSSO - PIETRADOLCE 2018,726452012797,0.75,1,14,34.99,0
Wine,France Wine,France Red Wine,FRANCE,866558,CHATEAU MOUTON ROTHSCHILD 2015,,0.75,1,13,1200,NA
Beer,Domestic - BC Beer,Domestic - BC Commercial Beer,CANADA,905844,MOLSON - CANADIAN CAN,56327073241,0.355,24,5,44.29,NA
Spirits,Vodka,Straight Vodka,CANADA,3012,ALBERTA PURE,777680015111,1.14,1,40,34.49,NA
Spirits,Whisky,Other Country Whisky,JAPAN,14723,NIKKA - YOICHI SINGLE MALT,4904230042204,0.7,1,45,94.99,NA
Wine,Portugal Wine,Portugal Rose Wine,PORTUGAL,34411,VINHO VERDE LAGO ROSE,5600230679189,0.75,1,10,14.99,0
Beer,Domestic - BC Beer,Domestic - BC Micro Brew Beer,CANADA,37463,TOFINO BREWING - TUFF SESSION ALE TALL CAN,626990394129,0.473,4,5,12.99,NA
Wine,France Wine,France Red Wine,FRANCE,142656,PESSAC LEOGNAN - CHATEAU LES CARMES HAUT BRION 2018,3277038405429,0.75,1,13,250,NA
Beer,Import Beer,Mexico And Caribbean Beer,MEXICO,156174,DOS EQUIS - LAGER,72311630122,0.355,6,4.6,16.29,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,232215,PINOT NOIR - CAMBRIA JULIA'S VINEYARD SANTA MARIA,726319100018,0.75,1,13.7,43.99,0
Wine,Fortified Wine,Other Fortified Import Wine,AUSTRALIA,257998,EMU - AUSTRALIAN APERA MEDIUM DRY,9311043020957,0.75,1,17.5,10.99,3
Wine,South Africa Wine,South Africa White Wine,SOUTH AFRICA,304360,CHARDONNAY - KWV THE VINECRAFTER,748294044118,0.75,1,13.7,13.99,1
Wine,France Wine,France Red Wine,FRANCE,371955,CHATEAU MARGAUX 2014,,0.75,1,13,880,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,377039,NAPA VALLEY RED - DOMINUS ESTATE 2018,636595118303,3,1,14.5,2400,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,392343,FERNIE BREWING - CRAFT COLLECTION PACK CAN,626990464747,0.355,12,5,23.79,NA
Wine,Chile Wine,Chile Red Wine,CHILE,415596,CABERNET SAUVIGNON - CARMEN RESERVA PREMIER,83300097505,0.75,1,13.5,14.49,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,421532,PHILLIPS BREWING - FREE RIDE HAZY IPA CAN,818278004268,0.355,6,6.5,12.49,NA
Wine,France Wine,France White Wine,FRANCE,448729,PULIGNY MONTRACHET 1ER LES REFERTS - FAIVELEY 2020,3351003242018,0.75,1,12.5,195.99,0
Spirits,Asian Spirits,Korea Spirits,KOREA - SOUTH,873208,JINRO - CHAMISUL CLASSIC,795652200976,0.36,1,20.1,8.99,NA
Wine,France Wine,France Red Wine,FRANCE,13552,BOURGOGNE PINOT NOIR - BERNARD MILLOT 2021,3760163352824,0.75,1,13,44.99,NA
Wine,Australia Wine,Australia Red Wine,AUSTRALIA,100482,SHIRAZ CABERNET - CAPE MENTELLE MARGARET RIVER 2018,81753830175,0.75,1,14.5,33.99,0
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,129163,MALBEC - PASCUAL TOSO ESTATE,718742000058,0.75,1,14.5,16.99,0
Wine,France Wine,France Red Wine,FRANCE,143862,PESSAC LEOGNAN - CHATEAU HAUT BERGEY 2018,714153276785,0.75,1,13,60,NA
Wine,Italy Wine,Italy Red Wine,ITALY,317057,AMARONE CLASSICO - MASI COSTASERA VEGAN,8002062000051,0.75,1,15.5,64.99,0
Wine,Chile Wine,Chile White Wine,CHILE,465849,CHARDONNAY - CONCHA Y TORO FRONTERA,7804320043210,1.5,1,12,16.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,601229,BALVENIE - 14 YEAR OLD CARIBBEAN RUM CASK,5010327524566,0.75,1,43,155.99,NA
Wine,Australia Wine,Australia Sparkling Wine,AUSTRALIA,667089,YELLOW TAIL - BUBBLES,9322214009480,0.75,1,12,16.49,2
Wine,France Wine,France Red Wine,FRANCE,744821,CLOS DE VOUGEOT - JOSEPH DROUHIN 2015,12086582011,0.75,1,13.5,419.99,0
Spirits,Liqueurs,Other Liqueurs,FRANCE,874107,ELDERFLOWER LIQUEUR - ST GERMAIN,898804001008,0.75,1,20,50.99,NA
Beer,Domestic - Other Province Beer,Domestic - Other Province Commercial Beer,CANADA,15005,STELLA ARTOIS - CAN,62067382277,0.355,12,5,26.99,NA
Wine,France Wine,France Red Wine,FRANCE,48934,COTES DU RHONE VILLAGES -  BOUTINOT LES COTEAUX 2018,3430560001556,0.75,1,14,23.99,0
Wine,France Wine,France Fruit and Dessert Wine,FRANCE,67064,MUSCAT DE BEAUMES DE VENISE - DOMAINE DE COYEUX ELEGANS,3760164049020,0.75,1,15.5,35.99,8
Spirits,Vodka,Straight Vodka,CANADA,117580,SMIRNOFF - RED LABEL,5410316070690,3,1,40,106.99,NA
Wine,France Wine,France Red Wine,FRANCE,121743,PESSAC LEOGNAN - LA CHAPELLE DE LA MISSION HAUT BRION ROUGE,3609050862353,0.75,1,13,195,NA
Spirits,Whisky,Blended Scotch Whisky,UNITED KINGDOM,129031,GRANT'S - TRIPLE WOOD,5010327000305,1.14,1,40,41.49,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,138495,AUCHENTOSHAN - THREE WOOD,5011333150725,0.75,1,43,89.99,NA
Wine,France Wine,France White Wine,FRANCE,159778,VOUVRAY MOELLEUX - PHILIPPE FOREAU,626990392200,0.75,1,12,92.99,6
Wine,France Wine,France Red Wine,FRANCE,229396,CHAMBOLLE MUSIGNY - COMTE GEORGE DE VOGUE 2019,3760012993116,0.75,1,14,335.99,0
Spirits,Whisky,Irish Whiskey,IRELAND,263213,WRITERS' TEARS - SINGLE POT STILL IRISH WHISKEY,5099811090862,0.7,1,46,86.99,NA
Wine,France Wine,France Red Wine,FRANCE,372136,CHATEAU MONTROSE 2014,626990304944,0.75,1,13,250,NA
Wine,New Zealand Wine,New Zealand Red Wine,NEW ZEALAND,402900,PINOT NOIR PYRAMID VALLEY NORTH CANTERBURY 2019,9421904885202,0.75,1,14,44.97,NA
Wine,Italy Wine,Italy Red Wine,ITALY,404304,BAROLO - AZELIA BRICCO FIASCO 2017,8032804342149,0.75,1,14.5,159.99,0
Spirits,Rum,Amber Rum,BARBADOS,420519,PLANTATION - EXTREME V BARBADOS RUM 2007,695521153399,0.75,1,58,281.99,NA
Spirits,Vodka,Straight Vodka,POLAND,425710,BELVEDERE - DIAMOND RYE,5901041003775,0.75,1,40,46.99,NA
Wine,France Wine,France Champagne Wine,FRANCE,462432,PIPER HEIDSIECK - CUVEE BRUT,3018334100010,0.75,1,12,73.99,0
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,501245,MACALLAN - FINE AND RARE 1985,812066024001,0.75,1,46.8,31000,NA
Wine,France Wine,France Red Wine,FRANCE,732396,CHATEAU LUNE D'ARGENT CLOS DES LUNES 2014,626990320036,0.75,1,13.5,35,0
Wine,France Wine,France Red Wine,FRANCE,770834,JURA - BOURDY COTES DU JURA ROUGE 1985,3563110000904,0.75,1,12,285.99,0
Wine,France Wine,France Champagne Wine,FRANCE,867291,ARMAND DE BRIGNAC - ROSE,813497005300,0.75,1,12.5,559.99,0
Wine,France Wine,France Red Wine,FRANCE,40609,ST EMILION - CHATEAU CANON 2019,3328155012196,0.75,1,13,275,NA
Wine,France Wine,France Red Wine,FRANCE,53598,PESSAC LEOGNAN - CHATEAU HAUT BAILLY ROUGE 2018,,0.75,1,13,275,NA
Wine,France Wine,France Red Wine,FRANCE,90665,PESSAC LEOGNAN - CHATEAU LA GARDE ROUGE 2018,3258691624075,0.75,1,14,55,NA
Wine,New Zealand Wine,New Zealand White Wine,NEW ZEALAND,107873,SAUVIGNON BLANC - DUCK HUNTER 2020,811728030015,0.75,1,13,24.99,0
Spirits,Liqueurs,Coffee And Cocoa Liqueurs,MEXICO,122937,KAHLUA,89540454283,1.75,1,16,58.99,NA
Beer,Import Beer,Europe Beer,BELGIUM,161863,WESTMALLE - TRIPEL,5412343201337,0.33,1,9.5,5.69,NA
Spirits,Liqueurs,Anise And Herbal/Spice Liqueurs,ITALY,164780,SAMBUCA DEI CESARI - LUXARDO,8000353000285,0.375,1,38,17.49,NA
Wine,Chile Wine,Chile Red Wine,CHILE,166342,CABERNET SAUVIGNON - MONTES LA FINCA COLCHAGUA 2018,628451651208,0.75,1,14,14.99,0
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,232793,CABERNET SAUVIGNON - CHATEAU STE MICHELLE COLUMBIA VLY 2018,88586601835,0.75,1,13,24.99,0
Spirits,Whisky,Bourbon Whiskey,UNITED STATES OF AMERICA,272708,E H TAYLOR - SINGLE BARREL,88004005511,0.75,1,50,99.99,NA
General Merchandise,De-Alcoholized Product,Beer And Refreshment De-Alcoholized Product,GERMANY,397653,HOLSTEN ALCOHOL FREE,4067800002098,0.33,6,0.15,9.99,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,443499,ZINFANDEL - LOUIS MARTINI SONOMA MONTE ROSSO GNARLY VINE,85000014134,0.75,1,16.2,100.99,0
Wine,France Wine,France Champagne Wine,FRANCE,495291,MOET AND CHANDON - BRUT IMPERIAL,3185370063989,0.2,1,12.6,26.99,0
Wine,Canada - BC,Canada - BC White Wine,CANADA,530683,TINHORN CREEK - PINOT GRIS 2022,624802981024,0.75,1,12.7,22.99,0
Spirits,Vodka,Flavoured Vodka,SWEDEN,17415,ABSOLUT - LIME,7312040551675,0.75,1,40,25.49,NA
Wine,France Wine,France Red Wine,FRANCE,39532,PESSAC LEOGNAN - CHATEAU DE FRANCE ROUGE 2019,3760043051113,0.75,1,14,50,NA
Wine,Italy Wine,Prosecco Wine,ITALY,86256,MIONETTO - PROSECCO TREVISO BRUT,727760501638,0.75,1,11,19.49,1
Wine,France Wine,France Red Wine,FRANCE,97168,ST EMILION - VIEUX CHATEAU SAINT ANDRE 2018,3609050954553,0.75,1,14.5,45,NA
Wine,Italy Wine,Prosecco Wine,ITALY,174827,SANTA MARGHERITA - VALDOBBIADENE PROSECCO SUPERIORE BRUT,8003930001606,0.75,1,11.5,25.49,1
Wine,France Wine,France Red Wine,FRANCE,199524,CLOS FOURTET 2016,714153225165,0.75,1,13,250,NA
Wine,USA Wine,USA Red Wine,UNITED STATES OF AMERICA,210232,CABERNET SAUVIGNON - TREANA,657891716147,0.75,1,14.5,45.99,0
Wine,France Wine,France White Wine,FRANCE,224431,CHABLIS GRAND CRU MOUTONNE - BICHOT DOM LONG DEPAQUIT 2020,87113112059,0.75,1,13,259.99,0
Wine,Italy Wine,Italy Red Wine,ITALY,229310,SICILIA NERO D'AVOLA CABERNET SAUVIGNON - MONTALTO,8030423000754,0.75,1,14,12.99,0
Spirits,Other Spirits,Moonshine Spirits,UNITED STATES OF AMERICA,271379,OLE SMOKY - APPLE PIE MOONSHINE 70 PROOF MINATURE,856011004151,0.05,1,35,5.59,NA
Spirits,Whisky,Single Malt Scotch Whisky,UNITED KINGDOM,336415,GLENCADAM - AMERICAN OAK RESERVE SINGLE MALT WHISKY,5021349705642,0.7,1,40,95.99,NA
Spirits,Rum,Amber Rum,JAMAICA,390260,APPLETON ESTATE - SIGNATURE BLEND,621705111756,1.75,1,40,61.99,0
Beer,Domestic - BC Beer,Domestic - BC Regional Beer,CANADA,399717,PHILLIPS - BLUE BUCK ALE CAN,626990109129,0.355,6,5,13.29,NA
Wine,France Wine,France Red Wine,FRANCE,409386,BEAUJOLAIS NOUVEAU - JEAN-BAPTISTE  DUPERRAY VIEILLES VIGNES,3760011903598,0.75,1,14,16.47,NA
Refreshment Beverages,Coolers,Spirit Coolers,CANADA,434707,HECTOR'S - HARD PEACH PUNCH,693851554466,2,1,7,12.99,NA
Spirits,Other Spirits,Moonshine Spirits,UNITED STATES OF AMERICA,440415,OLE SMOKY - PINEAPPLES MOONSHINE,810088370267,0.75,1,20,38.99,NA
Wine,Argentina Wine,Argentina Red Wine,ARGENTINA,488791,MALBEC - SANTA JULIA RESERVA UCO VALLEY,7791728000566,0.75,1,14,19.99,0
Wine,Canada - BC,Canada - BC Red Wine,CANADA,559583,GEHRINGER - DRY ROCK MERLOT 2019,623871020115,0.75,1,13.82,17.99,0
Wine,France Wine,France Red Wine,FRANCE,660886,BONNES MARES - DOMAINE COMTE GEORGES DE VOGUE 2018,3760012992041,0.75,1,14,790,0
Wine,Australia Wine,Australia White Wine,AUSTRALIA,670521,PINOT GRIGIO - YELLOW TAIL,839743000325,0.75,1,12.5,13.99,1
Wine,Australia Wine,Australia Rose Wine,AUSTRALIA,745984,MOSCATO ROSE - JACOB'S CREEK,9300727014573,0.75,1,7.6,11.49,7
